drugbank_id,drug_name,food_interaction_text,protein_type,protein_name,gene_name,actions
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Alpha-2A adrenergic receptor,ADRA2A,antagonist
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,D(1A) dopamine receptor,DRD1,binder
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Beta-1 adrenergic receptor,ADRB1,binder
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,Muscarinic acetylcholine receptor M1,CHRM1,binder
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,target,5-hydroxytryptamine receptor 2C,Htr2c,binder
DB00726,Trimipramine,Avoid alcohol. Ingesting alcohol may increase the risk of adverse effects of trimipramine such as sedation and orthostatic hypotension.,transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB00727,Nitroglycerin,Avoid alcohol. Alcohol can increase the risk of hypotension.,enzyme,"Aldehyde dehydrogenase, mitochondrial",ALDH2,substrate
DB00727,Nitroglycerin,Avoid alcohol. Alcohol can increase the risk of hypotension.,target,Guanylate cyclase soluble subunit beta-1,GUCY1B1,modulator
DB00727,Nitroglycerin,Avoid alcohol. Alcohol can increase the risk of hypotension.,target,Guanylate cyclase soluble subunit alpha-1,GUCY1A1,modulator
DB00727,Nitroglycerin,Avoid alcohol. Alcohol can increase the risk of hypotension.,target,Epidermal growth factor receptor,EGFR,activator
DB00727,Nitroglycerin,Avoid alcohol. Alcohol can increase the risk of hypotension.,target,Atrial natriuretic peptide receptor 1,NPR1,agonist
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,enzyme,Cytochrome P450 2C9,CYP2C9,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,enzyme,Cytochrome P450 3A7,CYP3A7,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,enzyme,Prostaglandin G/H synthase 1,PTGS1,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,target,ATP-binding cassette sub-family C member 8,ABCC8,inhibitor
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,target,Peroxisome proliferator-activated receptor gamma,PPARG,agonist
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,transporter,ATP-binding cassette sub-family C member 4,ABCC4,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,transporter,Monocarboxylate transporter 1,SLC16A1,substrate
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,transporter,Solute carrier family 15 member 1,SLC15A1,inhibitor
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,transporter,Solute carrier family 15 member 2,SLC15A2,inhibitor
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,transporter,Solute carrier family 22 member 6,SLC22A6,inhibitor
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,carrier,Albumin,ALB,
DB00731,Nateglinide,Take with food. Take up to 30 minutes before meals.,carrier,Alpha-1-acid glycoprotein 1,ORM1,
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,enzyme,Cytochrome P450 2D6,CYP2D6,"substrate, inhibitor"
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,5-hydroxytryptamine receptor 2A,HTR2A,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,D(2) dopamine receptor,DRD2,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,Alpha-1B adrenergic receptor,ADRA1B,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,Alpha-2B adrenergic receptor,ADRA2B,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,Alpha-1A adrenergic receptor,ADRA1A,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,Alpha-2C adrenergic receptor,ADRA2C,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,Histamine H1 receptor,HRH1,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,5-hydroxytryptamine receptor 2C,HTR2C,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,5-hydroxytryptamine receptor 1D,HTR1D,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,5-hydroxytryptamine receptor 1A,HTR1A,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,5-hydroxytryptamine receptor 7,HTR7,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,target,D(1A) dopamine receptor,DRD1,antagonist
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,carrier,Albumin,ALB,binder
DB00734,Risperidone,Take with or without food. Food does not affect the rate or extent of absorption.,carrier,Alpha-1-acid glycoprotein 1,ORM1,binder
DB00736,Esomeprazole,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Cytochrome P450 2C19,CYP2C19,"substrate, inhibitor"
DB00736,Esomeprazole,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00736,Esomeprazole,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",target,Potassium-transporting ATPase alpha chain 1,ATP4A,inhibitor
DB00736,Esomeprazole,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",target,Potassium-transporting ATPase subunit beta,ATP4B,modulator
DB00736,Esomeprazole,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",target,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,
DB00736,Esomeprazole,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB00736,Esomeprazole,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",transporter,Organic anion transporter 3,SLC22A8,inhibitor
DB00737,Meclizine,Avoid alcohol. Alcohol may cause additive CNS depressant effects.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB00737,Meclizine,Avoid alcohol. Alcohol may cause additive CNS depressant effects.,target,Histamine H1 receptor,HRH1,antagonist
DB00737,Meclizine,Avoid alcohol. Alcohol may cause additive CNS depressant effects.,target,Nuclear receptor subfamily 1 group I member 3,NR1I3,inverse agonist
DB00737,Meclizine,Avoid alcohol. Alcohol may cause additive CNS depressant effects.,carrier,Albumin,ALB,binder
DB00740,Riluzole,Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,enzyme,Cytochrome P450 1A1,CYP1A1,substrate
DB00740,Riluzole,Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,enzyme,Cytochrome P450 1A2,CYP1A2,substrate
DB00740,Riluzole,Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,target,Sodium channel protein type 5 subunit alpha,SCN5A,inhibitor
DB00740,Riluzole,Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,target,Cystine/glutamate transporter,SLC7A11,inducer
DB00740,Riluzole,Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,target,Sodium channel protein type 11 subunit alpha,SCN11A,blocker
DB00740,Riluzole,Take on an empty stomach. Take at least 1 hour before or 2 hours after meals.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inducer"
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 3A7,CYP3A7,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,"Cytochrome P450 11B1, mitochondrial",CYP11B1,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,"Cytochrome P450 11B2, mitochondrial",CYP11B2,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 2C8,CYP2C8,inducer
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Aldo-keto reductase family 1 member D1,AKR1D1,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,3-oxo-5-alpha-steroid 4-dehydrogenase 2,SRD5A2,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,11-beta-hydroxysteroid dehydrogenase type 2,HSD11B2,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,11-beta-hydroxysteroid dehydrogenase 1,HSD11B1,substrate
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 2A6,CYP2A6,inducer
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 1B1,CYP1B1,inducer
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 2B6,CYP2B6,inducer
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 2C9,CYP2C9,inducer
DB00741,Hydrocortisone,Avoid alcohol.,enzyme,Cytochrome P450 2C19,CYP2C19,inducer
DB00741,Hydrocortisone,Avoid alcohol.,target,Glucocorticoid receptor,NR3C1,agonist
DB00741,Hydrocortisone,Avoid alcohol.,target,Annexin A1,ANXA1,agonist
DB00741,Hydrocortisone,Avoid alcohol.,transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inducer"
DB00741,Hydrocortisone,Avoid alcohol.,transporter,Solute carrier organic anion transporter family member 1A2,SLCO1A2,inhibitor
DB00741,Hydrocortisone,Avoid alcohol.,transporter,Organic anion transporter 3,SLC22A8,substrate
DB00741,Hydrocortisone,Avoid alcohol.,carrier,Sex hormone-binding globulin,SHBG,binder
DB00741,Hydrocortisone,Avoid alcohol.,carrier,Corticosteroid-binding globulin,SERPINA6,binder
DB00744,Zileuton,Avoid excessive or chronic alcohol consumption.,enzyme,Prostaglandin G/H synthase 1,PTGS1,substrate
DB00744,Zileuton,Avoid excessive or chronic alcohol consumption.,enzyme,UDP-glucuronosyltransferase 1A9,UGT1A9,substrate
DB00744,Zileuton,Avoid excessive or chronic alcohol consumption.,enzyme,Cytochrome P450 2C9,CYP2C9,substrate
DB00744,Zileuton,Avoid excessive or chronic alcohol consumption.,enzyme,Cytochrome P450 1A2,CYP1A2,"substrate, inhibitor"
DB00744,Zileuton,Avoid excessive or chronic alcohol consumption.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00744,Zileuton,Avoid excessive or chronic alcohol consumption.,target,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,inhibitor
DB00744,Zileuton,Avoid excessive or chronic alcohol consumption.,carrier,Albumin,ALB,
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 2C19,CYP2C19,inhibitor
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inducer"
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 3A5,CYP3A5,"substrate, inducer"
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 1A2,CYP1A2,inducer
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 2B6,CYP2B6,"inhibitor, inducer"
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 2C9,CYP2C9,"inhibitor, inducer"
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,enzyme,Cytochrome P450 2D6,CYP2D6,inducer
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,target,Sodium-dependent dopamine transporter,SLC6A3,inhibitor
DB00745,Modafinil,Take with or without food. The absorption is unaffected by food.,target,Alpha-1B adrenergic receptor,ADRA1B,partial agonist
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,target,Muscarinic acetylcholine receptor M1,CHRM1,antagonist
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,target,Muscarinic acetylcholine receptor M2,CHRM2,antagonist
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,target,Muscarinic acetylcholine receptor M3,CHRM3,antagonist
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,target,Muscarinic acetylcholine receptor M4,CHRM4,antagonist
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,target,Muscarinic acetylcholine receptor M5,CHRM5,antagonist
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,target,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,"inhibitor, inducer"
DB00747,Scopolamine,Avoid grapefruit products. Coadministration of scopolamine with grapefruit juice has been shown to delay scopolamine absorption and increase its bioavailability without altering its elimination.,target,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,"inhibitor, inducer"
