drugbank_id,drug_name,food_interaction_text
DB01048,Abacavir,Take with or without food. The absorption is unaffected by food.
DB01049,Ergoloid mesylate,Take with or without food. Taking ergoloid mesylate with food may reduce gastrointestinal upset.
DB01050,Ibuprofen,Avoid alcohol.
DB01050,Ibuprofen,Take with food. Food reduces irritation.
DB01054,Nitrendipine,Take with or without food.
DB01058,Praziquantel,Avoid grapefruit products. Praziquantel is metabolized by CYP450 enzymes.
DB01058,Praziquantel,Take with food. Take tablets with water during meals.
DB01059,Norfloxacin,Drink plenty of fluids.
DB01059,Norfloxacin,Limit caffeine intake.
DB01059,Norfloxacin,Take on an empty stomach.
DB01060,Amoxicillin,Take with food.
DB01062,Oxybutynin,Avoid alcohol.
DB01062,Oxybutynin,Take with or without food.
DB01065,Melatonin,Avoid alcohol. Ingesting alcohol may reduce the effects of melatonin.
DB01065,Melatonin,Take after a meal. Administration of melatonin after eating slows the absorption and reduces the Cmax of melatonin.
DB01066,Cefditoren,"Avoid multivalent ions. Avoid antacids containing magnesium and aluminum hydroxides when possible, otherwise separate the administration of antacids and this drug by several hours."
DB01067,Glipizide,Avoid excessive or chronic alcohol consumption. The risk of hypoglycemia is increased when alcohol is ingested.
DB01067,Glipizide,Take before a meal. Take 30-60 minutes before breakfast.
DB01068,Clonazepam,Avoid alcohol.
DB01068,Clonazepam,Limit caffeine intake.
DB01068,Clonazepam,Take with or without food. The absorption is unaffected by food.
DB01069,Promethazine,Avoid alcohol. Alcohol may increase the sedation caused by promethazine.
DB01072,Atazanavir,Take with food. Food increases product absorption and reduces pharmacokinetic variability.
DB01073,Fludarabine,"Take with or without food. Administration with food delays absorption, but not to a clinically significant extent."
DB01075,Diphenhydramine,Avoid alcohol.
DB01075,Diphenhydramine,Take before a meal. Take 30 minutes before a meal or 30 minutes before departure for motion sickness.
DB01076,Atorvastatin,Avoid grapefruit products. Grapefruit products may increase the risk for atorvastatin related adverse effects such as myopathy and rhabdomyolysis.
DB01076,Atorvastatin,Take with or without food. Food decreases absorption but not to a clinically significant extent.
DB01077,Etidronic acid,Avoid multivalent ions. Separate administration from multivalent ions by at least two hours.
DB01077,Etidronic acid,Take on an empty stomach.
DB01077,Etidronic acid,Take with a full glass of water.
DB01079,Tegaserod,"Take before a meal. To increase absorption, take 30 minutes before a meal."
DB01080,Vigabatrin,Take with or without food.
DB01080,Vigabatrin,Take with plain water. Only mix vigabatrin oral solution powder with plain water.
DB01081,Diphenoxylate,Avoid alcohol.
DB01081,Diphenoxylate,Take with food.
DB01083,Orlistat,Take with food. Take with meals or up to 1 hour after a meal. Doses may be skipped for missed meals or fat-free meals.
DB01085,Pilocarpine,"Take with or without food. A high fat meal decreases Cmax and the time to reach Cmax, but not to a clinically significant extent."
DB01087,Primaquine,Take with food. Food decreases irritation.
DB01088,Iloprost,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Taking iloprost with anticoagulant/antiplatelet herbs may increase the risk of bleeding occurring as an adverse effect. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01095,Fluvastatin,Take with or without food. Should be taken consistently in regards to meals.
DB01097,Leflunomide,Take with or without food. The absorption is unaffected by food.
DB01098,Rosuvastatin,Take with or without food. Co-administration with food does not affect absorption.
DB01100,Pimozide,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 and, therefore, may increase pimozide serum levels."
DB01100,Pimozide,Exercise caution with St. John's Wort.
DB01101,Capecitabine,"Take at the same time every day. Take XELODA 2 times a day at the same time each day, about 12 hours apart."
DB01101,Capecitabine,Take with food. Take XELODA within 30 minutes after finishing a meal.
DB01101,Capecitabine,"Take with plain water. Swallow XELODA tablets whole with water. Do not chew, cut, or crush XELODA tablets."
DB01104,Sertraline,Avoid St. John's Wort.
DB01104,Sertraline,Take with or without food.
DB01107,Methyprylon,Take with or without food. The absorption is unaffected by food.
DB01109,Heparin,Administer calcium supplement. This drug decreases calcium levels.
DB01109,Heparin,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01112,Cefuroxime,Take with food. Food increases absorption.
DB01114,Chlorpheniramine,Avoid alcohol.
DB01114,Chlorpheniramine,Take with food.
DB01115,Nifedipine,Avoid excessive or chronic alcohol consumption.
DB01115,Nifedipine,"Avoid grapefruit products. Grapefruit down-regulates post-translational expression of CYP3A4, the major metabolizing enzyme of nifedipine. Grapefruit, in all forms (e.g. whole fruit, juice and rind), can significantly increase serum levels of nifedipine and may cause toxicity. Avoid grapefruit products while on this medication."
DB01115,Nifedipine,Avoid natural licorice.
DB01115,Nifedipine,Take with or without food.
DB01117,Atovaquone,Take with food. Administration with a meal significantly enhances bioavailability.
DB01118,Amiodarone,"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of amiodarone."
DB01118,Amiodarone,Avoid St. John's Wort. This herb induces the CYP3A4 metabolism of amiodarone. Therefore it may reduce the serum concentration and effectiveness of amiodarone.
DB01118,Amiodarone,Take with or without food. The absorption is unaffected by food.
DB01120,Gliclazide,Avoid alcohol.
DB01120,Gliclazide,Take with or without food. Consistent food intake reduces the risk of hypoglycemia.
DB01121,Phenacemide,Take with or without food. Co-administration with food may reduce gastrointestinal upset.
DB01124,Tolbutamide,"Avoid alcohol. Ingesting alcohol may precipitate a disulfiram-like reaction (flushing, nausea), or hypoglycemia."
DB01124,Tolbutamide,Take with or without food.
DB01126,Dutasteride,Take with or without food. The absorption is unaffected by food.
DB01128,Bicalutamide,Take at the same time every day.
DB01128,Bicalutamide,Take with or without food. Food does not significantly affect absorption.
DB01129,Rabeprazole,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
DB01131,Proguanil,Take with food.
DB01132,Pioglitazone,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
DB01133,Tiludronic acid,Take at least 2 hours before or after calcium supplements.
DB01133,Tiludronic acid,Take on an empty stomach. Take at least 2 hours before or after meals.
DB01133,Tiludronic acid,Take separate from antacids. Take at least 2 hours before or after antacids. The bioavailability of this medication is significantly reduced when administered with aluminum or magnesium containing antacids.
DB01133,Tiludronic acid,Take with a full glass of water.
DB01136,Carvedilol,Take with food. Food slows the absorption and reduces the incidence of adverse effects.
DB01137,Levofloxacin,Take with or without food. Food slightly alters kinetics but not to any clinically significant extent.
DB01138,Sulfinpyrazone,Take with food.
DB01140,Cefadroxil,Take with or without food. Administration with food may be helpful in diminishing potential gastrointestinal complaints occasionally associated with oral cephalosporin therapy.
DB01142,Doxepin,Avoid alcohol. Co-administration may enhance CNS adverse effects such as drowsiness and sedation.
DB01142,Doxepin,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of doxepin.
DB01144,Diclofenamide,"Increase consumption of potassium-rich foods. Diclofenamide may cause hypokalemia, therefore consuming more potassium-rich foods may help prevent hypokalemia."
DB01147,Cloxacillin,Take on an empty stomach. Orally administered cloxacillin should be taken 1-2 hours prior to meals as the presence of food in the stomach and intestine reduces drug absorption.
DB01148,Flavoxate,Take with or without food. The absorption is unaffected by food.
DB01149,Nefazodone,Avoid alcohol.
DB01149,Nefazodone,Take at the same time every day.
DB01149,Nefazodone,Take with or without food.
DB01150,Cefprozil,Take with or without food. The absorption is unaffected by food.
DB01151,Desipramine,Avoid alcohol.
DB01151,Desipramine,Limit caffeine intake.
DB01151,Desipramine,Take with food. Food reduces irritation.
DB01155,Gemifloxacin,Take with or without food. The absorption is unaffected by food.
DB01156,Bupropion,Avoid alcohol. Co-administration with alcohol may result in neuropsychiatric adverse effects and potentiation of CNS depressant effects.
DB01156,Bupropion,Take with or without food. Co-administration with food does not significantly affect pharmacokinetics.
DB01162,Terazosin,Take with or without food. A meal does not significantly affect the extent of absorption but delays Tmax by 40 minutes.
DB01165,Ofloxacin,Limit caffeine intake.
DB01165,Ofloxacin,Take with or without food. The absorption is unaffected by food.
DB01166,Cilostazol,Avoid grapefruit products.
DB01166,Cilostazol,Take on an empty stomach. A high fat meal will increase absorption.
DB01167,Itraconazole,"Exercise caution with grapefruit products. While there is inconclusive evidence of the effect of grapefruit products on the systemic exposure to itraconazole, they may affect drug absorption."
DB01167,Itraconazole,Take with food. Food promotes maximal absorption of itraconazole.
DB01168,Procarbazine,"Avoid alcohol. Ingesting alcohol may potentiate the CNS depressant effects of procarbazine and may precipitate a disulfiram-like-reaction (nausea, flushing)."
DB01168,Procarbazine,"Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
DB01170,Guanethidine,Take with or without food. The absorption is unaffected by food.
DB01171,Moclobemide,Avoid excessive or chronic alcohol consumption.
DB01171,Moclobemide,"Avoid tyramine-containing foods and supplements. Avoid excess consumption (<100mg) of tyramine. Food that contains tyramine includes yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
DB01171,Moclobemide,Take after a meal.
DB01173,Orphenadrine,Avoid alcohol.
DB01173,Orphenadrine,Take with or without food. Food does not significantly affect absorption.
DB01174,Phenobarbital,Administer vitamin supplements.
DB01174,Phenobarbital,Avoid alcohol.
DB01174,Phenobarbital,Limit caffeine intake.
DB01174,Phenobarbital,Take on an empty stomach. Taking this medication on an empty stomach increases the speed of absorption.
DB01175,Escitalopram,Avoid alcohol. The combined use of alcohol with psychotropic medications should be avoided.
DB01175,Escitalopram,Take with or without food. The absorption is unaffected by food.
DB01176,Cyclizine,Avoid alcohol.
DB01176,Cyclizine,Take with or without food. The absorption is unaffected by food.
DB01181,Ifosfamide,Avoid alcohol. Ingesting alcohol may worsen nausea and vomiting caused by ifosfamide.
DB01181,Ifosfamide,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ifosfamide to its active metabolite, therefore reducing its efficacy."
DB01181,Ifosfamide,"Exercise caution with St. John's Wort. Close monitoring is warranted as this herb induces the CYP3A4 metabolism of ifosfamide to its alkylating active metabolites, including, chloroacetaldehyde, a nephrotoxic and neurotoxic metabolite."
