pubmed_id,pubdate,drug,drug_entity_type,food,food_entity_type,food_component,food_component_entity_type,interaction_sentence,evidence_level,modality,drug_metabolizer,drug_transporter,well_known_target
24875446,2014,testosterone,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,testosterone,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,testosterone,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androgen,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androgen,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androgen,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androgen,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androgen,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,β-naphthoflavone,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,β-naphthoflavone,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,β-naphthoflavone,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,β-naphthoflavone,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,β-naphthoflavone,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,cortisol,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,cortisol,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,cortisol,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,cortisol,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,cortisol,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,dehydroepiandrosterone,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,dehydroepiandrosterone,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,dehydroepiandrosterone,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,dehydroepiandrosterone,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,dehydroepiandrosterone,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,α-naphthoflavone,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,α-naphthoflavone,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,α-naphthoflavone,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,α-naphthoflavone,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,α-naphthoflavone,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androstenedione,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androstenedione,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androstenedione,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androstenedione,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,androstenedione,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,17-hydroxyprogesterone,drug,Resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,17-hydroxyprogesterone,drug,polyphenol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,17-hydroxyprogesterone,drug,resveratrol,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,17-hydroxyprogesterone,drug,daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
24875446,2014,17-hydroxyprogesterone,drug,Daidzein,food,,,"All examined polyphenols significantly inhibited CYP17 in human adrenocortical H295R cells, but their effects on androgen and cortisol biosynthesis were diverse.",in-vitro,positive,,,"CYP17; 3β-hydroxysteroid dehydrogenase type II; 3βHSD2; 17α-hydroxylase/17,20-lyase; CYP21; 21α-hydroxylase"
23107545,2012,trypsin,drug,soyabeans,food,,,"Among common food and feed protein products, soyabeans are the most concentrated source of trypsin inhibitors.",others,positive,,,
23107545,2012,trypsin,drug,canola,food,,,"Among common food and feed protein products, soyabeans are the most concentrated source of trypsin inhibitors.",others,positive,,,
23107545,2012,trypsin,drug,grain legumes,food,,,"Among common food and feed protein products, soyabeans are the most concentrated source of trypsin inhibitors.",others,positive,,,
